Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
70.26,16.90,61.59,1470000.00,64.16,3.28,0.00,3.17,49.15,2851.81,3.12,10930.00,17.72,6.00,869.70,341.00,65610.00,7.87,80.77
63.60,17.50,61.78,3810000.00,62.93,3.44,0.00,3.09,47.32,2750.12,3.06,10850.00,17.63,-1.55,832.80,341.00,65610.00,7.87,80.77
80.70,17.90,61.89,388260000.00,62.10,4.12,0.00,2.68,39.41,2799.96,3.00,11390.00,14.76,3.96,867.49,341.00,65610.00,7.87,80.77
75.00,18.50,65.33,40000.00,61.31,4.14,0.00,3.27,44.13,2852.47,3.00,12410.00,17.51,5.94,982.20,341.00,65610.00,7.87,80.77
76.57,18.70,66.56,130000.00,61.61,4.94,0.00,2.94,37.31,2745.29,2.88,12870.00,16.03,5.45,1065.78,341.00,65610.00,7.87,80.77
78.14,19.50,66.64,24750000.00,60.08,5.50,0.00,3.43,38.41,3140.53,2.78,13980.00,16.08,6.24,1248.70,341.00,65610.00,7.87,80.77
82.05,19.80,67.32,90000.00,62.18,4.55,0.00,3.86,45.90,3338.28,2.60,12400.00,19.96,7.67,1435.82,341.00,65610.00,7.87,80.77
80.00,20.30,67.20,38210000.00,60.20,5.57,0.00,3.94,41.43,3358.80,2.48,13590.00,16.63,6.80,1630.39,341.00,65610.00,7.87,80.77
82.87,20.90,68.42,120000.00,61.58,5.46,0.00,4.16,43.24,3134.03,2.28,12810.00,18.37,5.95,2037.32,341.00,65610.00,7.87,80.77
87.09,21.30,69.79,11750000.00,63.51,5.67,0.00,3.94,41.00,3147.07,2.24,12290.00,17.02,3.54,2090.40,341.00,65610.00,7.87,80.77
85.30,21.70,71.14,44570000.00,61.85,4.76,0.00,5.69,54.45,3368.20,2.21,13070.00,22.89,8.02,2799.65,341.00,65610.00,7.87,80.77
87.76,22.30,72.11,7090000.00,59.25,6.47,0.00,4.72,42.18,3623.20,2.21,15420.00,17.23,8.40,3200.86,341.00,65610.00,7.87,80.77
87.00,23.00,82.19,225580000.00,60.70,7.89,0.00,3.48,30.61,3708.99,2.18,16850.00,12.26,9.14,3350.52,341.00,65610.00,7.87,80.77
90.20,24.00,83.70,2340000.00,59.88,4.52,0.00,7.14,61.23,3748.58,1.87,14480.00,24.80,3.40,3610.29,341.00,65610.00,7.87,80.77
92.66,24.80,88.37,119750000.00,57.31,7.10,0.00,4.87,40.69,4007.71,1.93,17600.00,15.63,4.96,3819.25,341.00,65610.00,7.87,80.77
94.35,25.75,89.82,450000.00,52.89,6.38,0.00,6.34,49.84,4476.93,1.94,20360.00,18.15,5.01,3843.78,341.00,65610.00,7.87,80.77
97.50,26.90,92.86,61260000.00,50.92,9.01,0.00,4.68,34.19,4878.14,1.91,21930.00,12.23,4.49,3886.29,341.00,65610.00,7.87,80.77
97.50,28.20,96.99,211630000.00,49.33,10.10,0.00,4.59,31.25,4726.28,1.81,23360.00,12.29,3.58,4077.04,341.00,65610.00,7.87,80.77
99.56,29.40,101.89,200450000.00,51.40,7.92,0.00,7.04,47.06,4876.87,1.76,21690.00,18.06,3.27,4059.21,341.00,65610.00,7.87,80.77
99.76,30.60,103.77,170000.00,49.91,10.18,0.00,5.71,35.93,4973.60,1.78,23780.00,14.14,2.26,3852.27,341.00,65610.00,7.87,80.77
100.00,32.20,109.83,,,9.64,0.00,5.94,38.13,4853.11,,,15.97,-3.57,3680.67,341.00,65610.00,7.87,80.77
23.00,7.60,14.95,,80.42,1.23,0.00,1.35,52.33,1182.54,7.88,5690.00,,6.35,366.17,25.00,1861484.00,12.86,30.22
29.26,9.50,14.58,,79.38,1.38,0.00,1.45,51.24,1239.92,7.84,6250.00,,6.50,456.62,25.00,1861484.00,12.86,30.22
29.53,11.20,14.21,,76.76,1.59,0.00,1.50,48.54,1434.76,7.91,7710.00,,6.01,512.44,25.00,1861484.00,12.86,30.22
29.79,13.40,13.84,1317960000.00,77.00,2.00,0.00,1.33,39.94,1455.16,7.13,7930.00,,6.29,586.75,25.00,1861484.00,12.86,30.22
30.05,15.50,13.50,,75.40,2.20,0.00,1.26,36.42,1560.13,6.86,8830.00,,5.14,711.92,25.00,1861484.00,12.86,30.22
30.31,17.90,14.16,,72.28,2.38,0.00,1.42,37.37,1767.63,6.60,10500.00,,5.64,914.17,25.00,1861484.00,12.86,30.22
30.58,21.30,13.85,,69.25,2.90,0.00,1.56,34.98,2052.44,6.42,12900.00,,6.53,1143.93,25.00,1861484.00,12.86,30.22
30.84,24.15,13.55,,65.64,3.28,0.00,1.66,33.60,2118.63,5.54,13960.00,,5.74,1461.32,25.00,1861484.00,12.86,30.22
19.97,26.60,13.27,,63.51,3.76,0.00,1.64,30.37,2246.17,5.23,14950.00,,3.85,1551.09,25.00,1861484.00,12.86,30.22
29.00,29.70,50.00,,63.12,3.07,0.00,3.35,52.18,2354.97,5.30,15480.00,,-2.77,1202.56,25.00,1861484.00,12.86,30.22
38.04,32.50,48.94,85500000.00,61.32,1.30,0.00,6.20,82.67,2604.37,4.84,16420.00,,3.86,1338.44,25.00,1861484.00,12.86,30.22
39.82,35.60,47.86,27700000.00,63.68,1.90,0.00,6.48,77.33,2462.64,5.20,15920.00,,-3.21,1366.41,25.00,1861484.00,12.86,30.22
41.59,38.95,49.74,130000.00,63.76,2.53,0.00,6.80,72.88,2326.13,4.41,15800.00,,-17.00,1039.76,25.00,1861484.00,12.86,30.22
43.34,40.95,48.56,3340000.00,65.70,1.82,0.00,8.41,82.21,2385.02,5.05,15220.00,,1.96,1160.54,25.00,1861484.00,12.86,30.22
44.90,43.30,47.40,400000.00,64.91,2.23,0.00,9.04,80.21,2378.84,4.87,16120.00,,4.66,1303.84,25.00,1861484.00,12.86,30.22
46.90,45.40,46.35,30000.00,63.02,4.09,0.00,8.73,68.10,2384.24,4.71,18710.00,,1.91,1329.64,25.00,1861484.00,12.86,30.22
48.85,47.90,45.29,40000.00,59.52,5.60,0.00,8.50,60.28,2684.06,4.70,21130.00,,3.47,1069.84,25.00,1861484.00,12.86,30.22
50.75,49.80,48.14,10000.00,60.47,5.45,0.00,9.77,64.19,2654.54,4.50,20960.00,,0.71,1011.52,25.00,1861484.00,12.86,30.22
52.45,51.30,50.68,2470000.00,61.27,5.82,0.00,10.08,63.40,2554.75,4.47,20860.00,,-2.68,740.75,25.00,1861484.00,12.86,30.22
53.96,53.60,49.61,207170000.00,62.23,5.98,0.00,10.33,63.34,2459.36,4.62,20620.00,,-2.18,610.93,25.00,1861484.00,12.86,30.22
55.39,54.70,48.44,,,5.68,0.00,10.79,65.51,2378.23,,,,-3.63,486.42,25.00,1861484.00,12.86,30.22
95.49,77.90,382.21,,23.63,0.69,0.00,0.71,50.71,17458.83,4.15,1480.00,,2.10,2012.28,4.00,163820.00,3.92,-56.03
95.40,78.85,377.70,,24.14,0.69,0.00,0.73,51.41,16939.62,4.29,1520.00,,4.20,1750.58,4.00,163820.00,3.92,-56.03
95.29,79.80,373.27,,27.79,0.69,0.00,0.74,51.75,18476.68,2.89,1120.00,,2.80,2267.75,4.00,163820.00,3.92,-56.03
95.18,80.90,368.90,,24.64,0.69,0.00,0.75,52.08,16105.43,2.91,1230.00,,6.30,2611.38,4.00,163820.00,3.92,-56.03
95.07,82.00,364.61,,22.63,0.69,0.00,0.76,52.41,18010.42,2.96,1390.00,,8.50,3006.18,4.00,163820.00,3.92,-56.03
94.96,82.80,360.39,,18.88,0.70,0.00,0.82,53.95,18127.87,3.26,1690.00,,4.50,3590.65,4.00,163820.00,3.92,-56.03
91.02,83.50,356.23,,22.09,0.70,0.00,0.86,55.13,19537.41,2.92,1530.00,,5.79,5197.75,4.00,163820.00,3.92,-56.03
94.74,84.60,352.13,,24.59,0.70,0.00,0.86,55.13,18059.73,2.64,1410.00,,5.11,5744.76,4.00,163820.00,3.92,-56.03
94.64,85.30,348.08,,26.19,0.70,0.00,0.86,55.13,21127.25,2.68,1460.00,,4.14,6831.98,4.00,163820.00,3.92,-56.03
94.55,86.30,344.09,400000.00,26.47,0.70,0.00,0.86,55.13,21246.13,2.62,1450.00,,3.01,7408.36,4.00,163820.00,3.92,-56.03
91.20,87.10,340.48,,22.10,0.48,0.00,1.20,71.43,25234.63,2.96,1740.00,,5.17,8255.87,4.00,163820.00,3.92,-56.03
94.41,88.00,336.86,4060000.00,21.16,0.86,0.00,1.03,54.50,20305.74,3.70,1950.00,,5.85,8263.20,4.00,163820.00,3.92,-56.03
94.37,89.00,333.79,,15.77,1.07,0.00,0.82,43.39,21876.14,3.07,2440.00,,2.69,9200.97,4.00,163820.00,3.92,-56.03
94.34,89.80,330.61,20000.00,17.63,1.09,0.00,0.83,43.23,20840.51,3.66,2290.00,,2.93,9402.16,4.00,163820.00,3.92,-56.03
94.34,90.60,336.53,0.00,12.85,1.37,0.00,0.55,28.65,20081.73,3.85,2620.00,,0.26,9471.92,4.00,163820.00,3.92,-56.03
94.90,91.20,336.05,,11.59,1.46,0.00,0.49,25.13,18293.59,3.56,2720.00,,-3.41,9168.24,4.00,163820.00,3.92,-56.03
95.82,92.00,333.45,,11.29,1.12,0.00,0.80,41.67,18815.17,4.14,2950.00,,-4.92,5872.79,4.00,163820.00,3.92,-56.03
96.70,92.70,331.92,10000.00,14.96,0.95,0.00,0.93,49.47,21698.68,3.91,2500.00,,1.57,6295.56,4.00,163820.00,3.92,-56.03
97.40,93.30,330.66,290000.00,17.55,0.89,0.00,1.00,52.91,21688.73,3.57,2210.00,,4.95,6938.09,4.00,163820.00,3.92,-56.03
97.83,93.90,327.60,22500000.00,14.40,0.99,0.00,0.96,49.23,21629.32,3.97,2650.00,,1.10,6853.69,4.00,163820.00,3.92,-56.03
98.20,94.50,325.78,,,0.94,0.00,0.98,51.04,20356.21,,,,-15.91,4916.61,4.00,163820.00,3.92,-56.03
100.00,100.00,,,39.82,4.77,57.32,83.14,96.72,72085.09,5.54,53280.00,38.60,4.77,29624.91,25.00,450295.00,60.13,18.64
100.00,100.00,,,37.38,6.17,72.11,83.32,96.18,77094.32,5.81,52500.00,35.83,1.45,27247.86,25.00,450295.00,60.13,18.64
100.00,100.00,,,35.85,7.44,68.11,71.15,94.93,71925.88,5.83,54020.00,32.52,2.20,29899.20,25.00,450295.00,60.13,18.64
100.00,100.00,,,34.56,9.24,67.42,58.73,93.18,68647.01,5.57,55200.00,27.90,2.31,37321.80,25.00,450295.00,60.13,18.64
100.00,100.00,,,35.49,6.02,77.49,68.18,96.03,73592.02,5.54,53590.00,30.19,4.34,42821.67,25.00,450295.00,60.13,18.64
100.00,100.00,,,39.30,4.76,72.38,81.23,96.99,75121.83,5.26,50210.00,34.73,2.86,43437.06,25.00,450295.00,60.13,18.64
100.00,100.00,,,40.08,5.24,66.98,71.06,96.34,70265.69,4.90,48900.00,32.33,4.66,46593.60,25.00,450295.00,60.13,18.64
100.00,100.00,,,41.75,4.42,66.97,77.43,97.03,70870.68,4.71,47140.00,34.60,3.44,53700.01,25.00,450295.00,60.13,18.64
100.00,100.00,,,43.20,4.60,63.89,81.41,96.93,69369.70,4.70,46150.00,36.93,-0.45,56152.55,25.00,450295.00,60.13,18.64
100.00,100.00,,,45.71,4.62,52.17,79.81,96.62,63081.84,4.50,42880.00,39.14,-4.34,46946.96,25.00,450295.00,60.13,18.64
100.00,100.00,,,44.70,8.53,57.83,82.09,94.25,66485.91,4.77,48130.00,38.35,5.95,52869.04,25.00,450295.00,60.13,18.64
100.00,100.00,,,45.43,5.72,60.47,84.09,96.19,64929.97,4.52,44580.00,39.86,3.20,60755.76,25.00,450295.00,60.13,18.64
100.00,100.00,,,48.29,4.09,64.04,98.30,97.54,68276.21,4.59,42140.00,43.31,-0.59,58037.82,25.00,450295.00,60.13,18.64
100.00,100.00,,,47.27,3.88,66.46,82.69,97.46,63351.67,4.48,40540.00,38.95,1.19,61126.94,25.00,450295.00,60.13,18.64
100.00,100.00,,,48.61,2.93,64.88,85.74,98.09,62421.89,4.25,39080.00,40.65,2.66,60020.36,25.00,450295.00,60.13,18.64
100.00,100.00,,,51.91,3.15,56.35,102.50,98.06,63877.48,3.76,39190.00,46.60,4.49,51545.48,25.00,450295.00,60.13,18.64
100.00,100.00,,,50.89,3.66,63.10,89.13,97.65,62081.12,3.96,38780.00,42.08,2.07,51965.16,25.00,450295.00,60.13,18.64
100.00,100.00,,,51.81,3.47,65.70,95.06,97.89,63417.61,3.97,38290.00,43.34,2.57,53791.51,25.00,450295.00,60.13,18.64
100.00,100.00,,,51.54,3.66,68.55,91.15,97.76,61487.00,3.97,36010.00,42.22,1.95,54589.06,25.00,450295.00,60.13,18.64
100.00,100.00,,,52.88,3.35,66.13,98.94,98.01,63283.47,3.80,35000.00,43.81,1.99,51939.43,25.00,450295.00,60.13,18.64
100.00,100.00,,,,2.44,49.20,112.15,98.51,59395.52,,,51.06,-2.95,52274.41,25.00,450295.00,60.13,18.64
100.00,100.00,,,18.19,2.63,25.12,34.00,95.74,50728.72,2.44,43710.00,30.64,3.98,38952.03,219.00,41277.00,46.82,8.23
100.00,100.00,,,18.72,2.72,25.47,38.44,95.92,53862.72,2.55,45150.00,31.93,1.58,39727.85,219.00,41277.00,46.82,8.23
100.00,100.00,,,18.19,2.79,25.87,32.47,95.44,49782.92,2.49,43570.00,29.16,-0.01,42578.76,219.00,41277.00,46.82,8.23
100.00,100.00,,,18.03,2.86,26.11,32.11,95.32,48884.53,2.50,44840.00,28.98,-0.05,49470.40,219.00,41277.00,46.82,8.23
100.00,100.00,,,18.10,2.92,25.61,31.12,95.10,47846.16,2.44,45280.00,28.44,2.82,54878.47,219.00,41277.00,46.82,8.23
100.00,100.00,,,18.73,2.97,22.11,28.85,94.49,45606.34,2.36,45850.00,27.38,2.88,56546.79,219.00,41277.00,46.82,8.23
100.00,100.00,,,18.07,3.10,26.37,28.46,94.65,47162.11,2.37,45480.00,26.05,4.02,59300.62,219.00,41277.00,46.82,8.23
100.00,100.00,,,19.31,3.01,26.49,32.56,95.15,46220.90,2.16,43540.00,29.71,4.00,65359.52,219.00,41277.00,46.82,8.23
100.00,100.00,,,19.55,3.04,26.27,33.41,95.15,47155.75,2.19,44960.00,29.25,2.76,74572.23,219.00,41277.00,46.82,8.23
100.00,100.00,,,19.97,3.00,26.27,33.03,95.18,46436.27,2.25,43670.00,28.93,-2.08,72083.17,219.00,41277.00,46.82,8.23
100.00,100.00,,,20.56,3.32,25.20,33.53,94.65,44714.97,2.11,45210.00,29.88,3.27,77117.13,219.00,41277.00,46.82,8.23
100.00,100.00,,,20.57,3.34,25.56,30.30,94.36,41971.25,2.00,41190.00,28.44,1.92,91254.03,219.00,41277.00,46.82,8.23
100.00,100.00,,,21.88,3.51,24.34,36.32,94.53,43889.65,2.00,42520.00,31.85,1.22,86547.67,219.00,41277.00,46.82,8.23
100.00,100.00,,,21.83,3.48,24.87,36.37,94.62,44514.03,2.05,43530.00,30.99,1.82,88109.49,219.00,41277.00,46.82,8.23
100.00,100.00,,,22.20,3.37,26.37,36.20,94.89,41980.58,1.87,39790.00,32.28,2.45,89684.71,219.00,41277.00,46.82,8.23
100.00,100.00,,,23.94,3.33,22.09,36.73,94.64,40582.91,1.80,39090.00,33.16,1.66,84776.14,219.00,41277.00,46.82,8.23
100.00,100.00,,,24.10,3.69,20.24,33.57,93.58,37755.19,1.72,39670.00,32.29,2.05,83073.28,219.00,41277.00,46.82,8.23
100.00,100.00,,,24.99,3.67,19.50,33.45,93.52,37489.19,1.70,38700.00,32.01,1.58,83352.09,219.00,41277.00,46.82,8.23
100.00,100.00,,,24.20,3.54,24.41,34.32,94.32,37794.06,1.66,37480.00,31.95,2.92,86388.40,219.00,41277.00,46.82,8.23
100.00,100.00,,,24.76,3.58,25.28,37.64,94.62,39156.45,1.68,37380.00,33.14,1.21,85334.52,219.00,41277.00,46.82,8.23
100.00,100.00,,,,3.62,22.99,40.79,94.63,35766.38,,,36.21,-2.39,87097.04,219.00,41277.00,46.82,8.23
98.47,36.50,653.28,,62.41,0.21,0.00,13.77,98.50,9375.05,10.92,2200.00,,8.32,138.43,68.00,144100.00,38.86,71.28
98.63,40.00,642.72,,64.07,0.17,0.00,14.06,98.81,9605.37,9.84,2150.00,,9.58,171.05,68.00,144100.00,38.86,71.28
99.00,44.10,631.88,20920000.00,64.15,0.13,0.00,15.01,99.14,9681.63,8.91,2130.00,,10.80,190.00,68.00,144100.00,38.86,71.28
100.00,48.00,620.80,20780000.00,64.58,0.16,0.00,16.17,99.02,9982.50,8.18,2180.00,,11.00,237.76,68.00,144100.00,38.86,71.28
98.63,52.15,609.54,,61.41,0.14,0.00,16.18,99.14,9975.02,8.02,2600.00,,10.30,311.63,68.00,144100.00,38.86,71.28
99.30,56.00,606.28,580000.00,63.73,0.12,0.00,16.80,99.29,10009.74,7.50,2470.00,,6.70,340.58,68.00,144100.00,38.86,71.28
98.62,59.65,594.60,540000.00,61.57,0.23,0.00,16.53,98.63,9612.62,7.23,2690.00,,7.00,408.84,68.00,144100.00,38.86,71.28
98.62,62.60,582.81,22870000.00,53.79,0.38,0.00,16.94,97.81,8899.64,7.17,3270.00,,7.80,526.64,68.00,144100.00,38.86,71.28
98.62,65.30,570.91,34870000.00,54.61,0.35,0.00,16.64,97.94,8418.20,6.32,3040.00,,7.90,715.87,68.00,144100.00,38.86,71.28
99.00,67.70,652.10,140000.00,60.58,0.22,0.00,15.74,98.62,7411.49,5.28,2410.00,,3.90,676.12,68.00,144100.00,38.86,71.28
98.67,69.90,637.95,6540000.00,61.83,0.03,0.00,16.24,99.82,7504.40,5.06,2450.00,,6.50,749.55,68.00,144100.00,38.86,71.28
98.72,71.90,624.81,890000.00,59.98,0.04,0.00,16.04,99.75,7256.00,4.73,2560.00,,7.40,847.38,68.00,144100.00,38.86,71.28
99.10,73.40,610.98,3700000.00,55.80,0.07,0.00,16.73,99.58,7500.79,4.76,3020.00,,7.50,969.30,68.00,144100.00,38.86,71.28
98.86,74.85,597.34,134390000.00,55.12,0.04,0.00,16.90,99.76,7599.08,4.45,3200.00,,7.40,1048.23,68.00,144100.00,38.86,71.28
98.96,76.50,610.05,420000.00,45.89,0.15,0.00,15.84,99.06,7586.01,4.47,4580.00,,6.70,1104.17,68.00,144100.00,38.86,71.28
98.00,77.30,595.34,180000.00,48.11,0.15,0.00,16.83,99.12,7419.73,4.57,4900.00,,6.00,978.40,68.00,144100.00,38.86,71.28
99.21,78.70,581.60,90000.00,41.16,0.56,0.00,16.47,96.71,7461.84,4.80,6090.00,,6.90,807.10,68.00,144100.00,38.86,71.28
99.30,79.70,567.41,334530000.00,41.69,0.92,0.00,16.96,94.85,7440.85,4.70,7370.00,,7.10,848.67,68.00,144100.00,38.86,71.28
99.30,80.90,566.26,,39.47,1.27,0.00,18.21,93.48,7761.82,4.73,8680.00,,7.60,853.22,68.00,144100.00,38.86,71.28
99.63,81.60,565.76,,38.56,1.42,0.00,19.17,93.10,8041.59,4.84,9420.00,,7.40,890.54,68.00,144100.00,38.86,71.28
99.78,82.40,552.88,,,1.62,0.00,18.11,91.79,7819.39,,,,4.50,859.14,68.00,144100.00,38.86,71.28
82.10,56.90,56.77,150000.00,21.82,83.15,0.00,6.38,7.13,11764.55,4.93,164490.00,2.57,4.46,2007.74,137.00,513120.00,15.87,100.99
90.45,58.60,56.24,6490000.00,19.89,88.97,0.00,6.76,7.06,12293.46,4.90,173160.00,2.57,3.44,1893.26,137.00,513120.00,15.87,100.99
91.08,61.10,55.92,10660000.00,19.91,93.51,0.00,8.07,7.94,13208.06,5.10,184240.01,2.82,6.15,2096.19,137.00,513120.00,15.87,100.99
91.70,63.00,55.60,3650000.00,20.21,100.61,0.00,8.36,7.67,14080.67,5.15,191929.99,2.72,7.19,2359.12,137.00,513120.00,15.87,100.99
92.32,64.60,57.08,1520000.00,19.89,109.46,0.00,7.63,6.52,15161.76,5.24,210190.00,2.31,6.29,2660.13,137.00,513120.00,15.87,100.99
92.94,66.40,57.07,,20.11,115.58,0.00,7.42,6.03,15521.24,5.18,217770.00,2.28,4.19,2894.06,137.00,513120.00,15.87,100.99
99.15,68.20,61.55,100000.00,20.53,119.41,0.00,9.82,7.60,15733.90,5.03,219880.00,2.98,4.97,3369.54,137.00,513120.00,15.87,100.99
94.19,69.60,66.31,440000.00,21.61,122.12,0.00,10.20,7.71,16149.87,4.95,224590.00,2.94,5.44,3973.02,137.00,513120.00,15.87,100.99
94.83,71.10,69.67,4660000.00,22.63,127.43,0.00,8.95,6.56,16027.42,4.99,227580.00,2.95,1.73,4379.66,137.00,513120.00,15.87,100.99
98.96,72.60,70.66,1720000.00,22.83,128.09,0.00,9.09,6.63,16344.10,5.00,220259.99,3.05,-0.69,4213.01,137.00,513120.00,15.87,100.99
99.70,73.60,71.57,4140000.00,22.83,141.72,0.00,8.58,5.71,17299.50,5.10,234380.00,2.81,7.51,5076.34,137.00,513120.00,15.87,100.99
99.35,74.70,74.96,288270000.00,22.96,135.31,0.00,11.83,8.04,17644.10,5.05,233600.01,3.46,0.84,5492.12,137.00,513120.00,15.87,100.99
99.11,75.90,84.00,119370000.00,23.56,143.73,0.00,13.42,8.54,18817.51,5.05,250679.99,3.77,7.24,5860.58,137.00,513120.00,15.87,100.99
99.44,77.10,98.33,54650000.00,23.21,148.29,0.00,12.33,7.68,18809.14,5.28,260700.01,3.86,2.69,6168.26,137.00,513120.00,15.87,100.99
99.46,77.90,108.21,4370000.00,24.41,149.26,0.00,13.68,8.40,19310.58,5.20,256799.99,4.26,0.98,5951.88,137.00,513120.00,15.87,100.99
99.60,78.90,115.96,55520000.00,22.65,153.40,0.00,13.33,7.99,19661.77,5.07,264000.00,4.19,3.13,5840.05,137.00,513120.00,15.87,100.99
99.85,80.10,136.90,420000.00,22.43,161.79,0.00,15.97,8.98,19981.58,5.02,261600.01,4.60,3.44,5993.31,137.00,513120.00,15.87,100.99
99.90,80.80,148.00,1990000.00,22.25,161.88,0.00,19.92,10.96,20264.65,4.79,258820.01,5.31,4.18,6593.82,137.00,513120.00,15.87,100.99
99.82,81.70,163.82,296130000.00,23.70,156.26,0.00,25.84,14.19,20834.09,4.50,257049.99,6.38,4.19,7296.88,137.00,513120.00,15.87,100.99
99.90,82.70,170.30,99160000.00,23.96,162.59,0.00,28.02,14.70,20792.39,4.52,267090.00,6.96,2.27,7817.01,137.00,513120.00,15.87,100.99
100.00,83.60,171.79,,,154.52,0.00,24.73,13.80,19298.09,,,6.99,-6.10,7186.87,137.00,513120.00,15.87,100.99
16.96,0.50,13.69,,77.11,0.07,0.00,0.10,58.82,918.55,10.56,1270.00,,-0.78,302.96,152.00,56785.00,8.62,0.82
19.60,0.60,13.31,,82.05,0.07,0.00,0.05,41.67,790.46,10.44,1180.00,,0.82,292.82,152.00,56785.00,8.62,0.82
21.35,0.70,12.97,,78.66,0.06,0.00,0.09,60.00,844.63,10.42,1340.00,,3.83,328.40,152.00,56785.00,8.62,0.82
23.10,0.80,12.49,,74.79,0.05,0.00,0.12,70.59,1026.27,10.31,1830.00,,6.72,396.92,152.00,56785.00,8.62,0.82
24.84,1.00,12.18,,76.14,0.10,0.00,0.08,44.44,983.67,10.52,1780.00,,-0.98,413.33,152.00,56785.00,8.62,0.82
26.59,1.30,11.87,,77.22,0.11,0.00,0.07,38.89,934.85,11.25,1750.00,,-4.67,406.56,152.00,56785.00,8.62,0.82
27.90,1.60,11.56,20000.00,79.65,0.12,0.00,0.09,42.86,792.30,10.94,1570.00,,2.65,408.06,152.00,56785.00,8.62,0.82
30.08,1.90,11.25,,79.90,0.09,0.00,0.09,50.00,939.69,11.50,1500.00,,-1.18,449.74,152.00,56785.00,8.62,0.82
31.84,2.40,10.95,,76.51,0.03,0.00,0.09,75.00,1089.20,11.51,1570.00,,4.06,546.35,152.00,56785.00,8.62,0.82
33.61,2.90,10.66,,63.38,0.03,0.00,0.11,78.57,1878.34,13.27,2820.00,,5.54,540.61,152.00,56785.00,8.62,0.82
30.79,3.40,10.39,,65.81,0.08,0.00,0.09,52.94,1746.39,12.50,2630.00,,6.10,534.04,152.00,56785.00,8.62,0.82
39.70,4.00,10.14,,69.10,0.02,0.00,0.10,83.33,1573.32,11.82,2520.00,,6.40,587.10,152.00,56785.00,8.62,0.82
39.00,4.50,9.88,20000.00,72.65,0.02,0.00,0.09,81.82,1360.63,11.06,2240.00,,6.54,571.81,152.00,56785.00,8.62,0.82
40.83,5.30,9.64,160000.00,76.19,0.06,0.00,0.04,40.00,1350.63,10.12,1750.00,,6.11,621.40,152.00,56785.00,8.62,0.82
45.70,6.00,9.45,9160000.00,81.44,0.08,0.00,0.12,60.00,1142.70,9.96,1590.00,,5.92,640.93,152.00,56785.00,8.62,0.82
44.65,6.60,9.33,4780000.00,81.03,0.31,0.00,0.06,16.22,868.26,9.17,1830.00,,5.74,570.91,152.00,56785.00,8.62,0.82
46.77,7.30,9.15,50000.00,80.65,0.23,0.00,0.20,46.51,1134.57,9.36,2300.00,,5.56,803.15,152.00,56785.00,8.62,0.82
48.00,8.00,8.98,0.00,77.73,0.56,0.00,0.21,27.27,1072.43,8.26,2070.00,,4.35,830.75,152.00,56785.00,8.62,0.82
50.00,8.60,8.89,17710000.00,75.08,0.36,0.00,0.21,36.84,1253.32,8.48,2310.00,,4.98,901.52,152.00,56785.00,8.62,0.82
52.36,9.25,8.92,1150000.00,76.21,0.45,0.00,0.25,35.71,1304.06,8.02,2370.00,,5.46,893.35,152.00,56785.00,8.62,0.82
54.00,10.10,8.72,,,0.43,0.00,0.15,25.86,1152.52,,,,1.75,914.95,152.00,56785.00,8.62,0.82
85.58,35.90,0.58,,2.48,0.03,0.00,0.00,0.00,4269.81,2.97,100.00,,0.88,2091.11,147.00,747.00,-21.18,-175.20
86.29,38.05,0.58,,2.70,0.04,0.00,0.00,0.00,3823.29,2.64,90.00,,3.75,1839.09,147.00,747.00,-21.18,-175.20
87.00,40.50,0.85,,2.48,0.04,0.00,0.00,0.00,4121.72,2.66,100.00,,4.85,1845.67,147.00,747.00,-21.18,-175.20
87.70,42.80,0.84,,2.01,0.04,0.00,0.00,0.00,5048.99,3.20,120.00,,2.31,2030.78,147.00,747.00,-21.18,-175.20
88.40,45.80,0.84,20000.00,2.15,0.04,0.00,0.00,0.00,4648.04,3.11,130.00,,-2.41,2301.65,147.00,747.00,-21.18,-175.20
89.10,47.90,0.83,760000.00,2.15,0.05,0.00,0.00,0.00,4922.04,3.10,130.00,,0.08,2594.42,147.00,747.00,-21.18,-175.20
92.30,50.70,1.09,440000.00,1.86,0.05,0.00,0.00,0.00,5507.44,3.56,150.00,,-0.15,2873.08,147.00,747.00,-21.18,-175.20
90.51,53.10,1.08,,2.17,0.05,0.00,0.00,0.00,4695.17,3.17,130.00,,0.27,2910.15,147.00,747.00,-21.18,-175.20
91.22,55.20,1.07,,1.99,0.05,0.00,0.00,0.00,5056.35,3.21,130.00,,4.75,3331.55,147.00,747.00,-21.18,-175.20
91.94,57.60,1.15,0.00,1.82,0.05,0.00,0.00,0.00,5477.18,3.67,140.00,,-5.20,3006.61,147.00,747.00,-21.18,-175.20
92.68,59.80,1.15,5660000.00,1.01,0.05,0.00,0.00,0.00,4973.95,3.10,120.00,,0.80,3527.95,147.00,747.00,-21.18,-175.20
